lat	long
40.739386	-74.2524959
40.51462788	-74.24868425
40.50960325	-74.24727725
40.517376	-74.2408988
40.5352001	-74.23715806
40.52233048	-74.23506083
40.5160052	-74.23342916
40.5522025	-74.21887792
40.5232424	-74.21637114
40.5260582	-74.2019154
40.56269021	-74.19103288
40.58675695	-74.19094955
40.5973283	-74.1819703
40.540449	-74.177125
40.54007425	-74.17678625
40.61493785	-74.17650584
40.5818532	-74.16592959
40.54507165	-74.16538916
40.60055025	-74.16246486
40.63670175	-74.15882435
40.6322558	-74.15488515
40.5513458	-74.150577
40.55133697	-74.14966321
40.55113605	-74.14944131
40.54168715	-74.14696455
40.63210345	-74.14688165
40.6342085	-74.14375474
40.6244957	-74.1424095
40.63016765	-74.14035085
40.6341275	-74.13572919
40.633866	-74.13563846
40.6369001	-74.13499283
40.6126356	-74.13209595
40.6127118	-74.1298769
40.6130585	-74.12653485
40.613258	-74.1239171
40.6288757	-74.1188942
40.6294186	-74.11409251
40.6303559	-74.10882991
40.57907481	-74.10830426
40.63478777	-74.10730546
40.5884208	-74.10496975
40.63102755	-74.10330554
40.58805509	-74.10269865
40.59149355	-74.1012254
40.59102	-74.1009049
40.5887498	-74.09515255
40.6453768	-74.07711191
40.6453768	-74.07711191
40.6422503	-74.0767142
40.5986424	-74.06569653
40.6124677	-74.06521511
40.6203957	-74.0321523
40.6271081	-74.02391585
40.779995	-74.0182959
40.67492465	-74.01613059
40.71227205	-74.01543596
40.709192	-74.0138423
40.707532	-74.0133026
40.7198498	-74.01276068
40.7038787	-74.01248761
40.70373105	-74.0123828
40.7034424	-74.0113469
40.70327555	-74.01101565
40.6353559	-74.010689
40.703897	-74.010674
40.7042918	-74.01012173
40.720862	-74.0098544
40.71622745	-74.00974095
40.7326269	-74.0097227
40.72583575	-74.00942283
40.6183456	-74.0090291
40.7185449	-74.0090117
40.726357	-74.008923
40.7173956	-74.0088697
40.7167112	-74.00801459
40.72579914	-74.00799957
40.7098824	-74.007971
40.6537233	-74.0077676
40.7396278	-74.00735447
40.7298709	-74.0070963
40.71532225	-74.007091
40.7107465	-74.00685086
40.71041475	-74.00665253
40.7376851	-74.0058419
40.726323	-74.005785
40.72098488	-74.00568654
40.7197708	-74.005672
40.73338925	-74.00543077
40.72376429	-74.00540835
40.7386233	-74.0053459
40.7205066	-74.0053253
40.7081693	-74.005143
40.72064	-74.0049699
40.65192729	-74.00483029
40.7310525	-74.0047451
40.7089911	-74.0046504
40.7055404	-74.0044536
40.7305474	-74.0042563
40.6812824	-74.00423899
40.71961345	-74.00390759
40.719685	-74.0038822
40.7292304	-74.003808
40.7332008	-74.00345131
40.731209	-74.00319018
40.73273992	-74.00316331
40.7071924	-74.00309006
40.7073435	-74.0026755
40.7338273	-74.00225162
40.7270371	-74.0020465
40.7305228	-74.0018732
40.7323542	-74.0018244
40.7378714	-74.0017303
40.72877864	-74.00164864
40.7339804	-74.00136815
40.64430135	-74.00076183
40.7322974	-74.000751
40.729928	-74.000678
40.72768285	-74.00046254
40.747915	-74.000415
40.7174381	-74.0002391
40.68342735	-73.9999732
40.7349963	-73.9999257
40.742976	-73.9998996
40.7165068	-73.9998286
40.741222	-73.9998054
40.72954185	-73.99950857
40.71460425	-73.99940987
40.744167	-73.99918389
40.7280094	-73.9991725
40.67612235	-73.99909801
40.72834765	-73.99908133
40.7152341	-73.99897691
40.75353585	-73.99894762
40.7539721	-73.9987873
40.71762735	-73.9984712
40.67745855	-73.99845131
40.63813205	-73.99842256
40.7258226	-73.9981154
40.7610754	-73.9980072
40.6914648	-73.9978844
40.7327088	-73.99781908
40.72210135	-73.99766763
40.60370985	-73.99730446
40.719324	-73.9973029
40.7267226	-73.9966886
40.6584763	-73.9966172
40.6906582	-73.9964415
40.6902685	-73.9962337
40.74383295	-73.99622987
40.7267174	-73.9958816
40.724465	-73.995705
40.7590853	-73.9954389
40.7487623	-73.9953037
40.69024765	-73.9952025
40.725975	-73.9950239
40.7257184	-73.9950198
40.7246346	-73.99476679
40.6851625	-73.9947116
40.719536	-73.994656
40.7303575	-73.994624
40.7245558	-73.99462342
40.7537504	-73.9945934
40.76185735	-73.99428893
40.7319768	-73.9942395
40.7493007	-73.9941315
40.72722745	-73.9940573
40.75601465	-73.99404453
40.6999654	-73.9937266
40.6824116	-73.993527
40.6869841	-73.9935137
40.726871	-73.99335801
40.6824466	-73.99314745
40.72461855	-73.9931446
40.6825028	-73.99312675
40.7334032	-73.9931077
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7510152	-73.9930988
40.7390309	-73.9928277
40.7504102	-73.9928258
40.7504102	-73.9928258
40.6832884	-73.9925722
40.7249501	-73.9925623
40.7633931	-73.9923608
40.72458967	-73.99232833
40.7558859	-73.9922215
40.6995312	-73.9921772
40.7443681	-73.9920655
40.71512425	-73.99201275
40.7480432	-73.9919742
40.7256841	-73.991774
40.74679925	-73.99171948
40.66255965	-73.99171226
40.7260894	-73.9916567
40.7291974	-73.9916254
40.6920292	-73.9914025
40.66310625	-73.99124536
40.7594293	-73.991235
40.74822385	-73.99119076
40.74714235	-73.99099227
40.71475385	-73.99086064
40.68576875	-73.99084228
40.75160705	-73.99072913
40.7613804	-73.9907135
40.7198506	-73.9904164
40.7493043	-73.9903535
40.7510461	-73.9903303
40.7510461	-73.9903303
40.76211275	-73.99026706
40.6873397	-73.9901932
40.7604759	-73.99014272
40.6878104	-73.98997036
40.73967595	-73.98995497
40.7224339	-73.9899013
40.7264797	-73.9898961
40.72274755	-73.98981712
40.759564	-73.9897133
40.68857525	-73.98970147
40.7290915	-73.989567
40.7579121	-73.9895581
40.7401034	-73.9893443
40.7417946	-73.9889862
40.72887075	-73.98897624
40.729906	-73.9889129
40.71948715	-73.98889296
40.7588615	-73.9888359
40.7197016	-73.98878599
40.69369818	-73.98871407
40.7366427	-73.9886876
40.75903586	-73.98860629
40.6928819	-73.9885888
40.693734	-73.9885262
40.75746729	-73.988478
40.7437371	-73.98845584
40.7372196	-73.9883097
40.5929123	-73.98812481
40.7554095	-73.98807624
40.7196522	-73.98789285
40.6677152	-73.9878395
40.76389533	-73.9877571
40.72648535	-73.9877292
40.7657906	-73.98770736
40.7643605	-73.98764409
40.72189705	-73.98764235
40.76079695	-73.9876052
40.7361481	-73.98749131
40.7359318	-73.9871779
40.74310364	-73.98715493
40.7419329	-73.9870256
40.73599965	-73.98699831
40.70327435	-73.9868762
40.7026801	-73.9867997
40.72720505	-73.98677337
40.7194705	-73.9866761
40.7663304	-73.9866556
40.7025291	-73.9865585
40.6882706	-73.9865196
40.7263759	-73.98650974
40.74732695	-73.98645151
40.7672124	-73.9864492
40.727378	-73.98623989
40.71826965	-73.98623338
40.7586143	-73.98620452
40.74719315	-73.98619005
40.72757105	-73.98578824
40.73116391	-73.98568
40.75405465	-73.98549361
40.7521714	-73.9853615
40.7605958	-73.98512506
40.59783335	-73.98508915
40.7481628	-73.9849957
40.72780225	-73.98481551
40.7615093	-73.98447587
40.7190901	-73.98444005
40.74442555	-73.98429023
40.67755725	-73.984109
40.7265409	-73.98400935
40.72390985	-73.98354507
40.7674828	-73.98319395
40.7674828	-73.98319395
40.7789874	-73.98315645
40.67289989	-73.98306756
40.7441367	-73.98306555
40.6052724	-73.982802
40.7685324	-73.9827662
40.69624135	-73.98275331
40.7310915	-73.982637
40.77133675	-73.98259998
40.74215055	-73.98252783
40.76168716	-73.98250792
40.7403635	-73.982154
40.7399481	-73.982115
40.7429493	-73.9820377
40.76337225	-73.98172125
40.6744592	-73.9817044
40.6751025	-73.98169725
40.74541913	-73.98160494
40.7250437	-73.9814659
40.68588505	-73.98145715
40.7804903	-73.9811313
40.74142675	-73.98090155
40.725685	-73.9807679
40.729794	-73.980685
40.782176	-73.9806003
40.5748	-73.9805616
40.75634885	-73.98040818
40.752142	-73.98037198
40.73588227	-73.98035347
40.75096415	-73.9802642
40.7618616	-73.98018245
40.73883727	-73.98008464
40.73883727	-73.98008464
40.74673935	-73.97994748
40.57562686	-73.97989443
40.68519695	-73.97980499
40.76246105	-73.97971402
40.7452439	-73.97936985
40.57343415	-73.97898969
40.76443285	-73.97898192
40.7604688	-73.97887339
40.6486271	-73.97876945
40.77852425	-73.97823889
40.7453303	-73.9781685
40.748572	-73.9780185
40.725436	-73.977991
40.7595076	-73.9779716
40.78410905	-73.97796273
40.746244	-73.97762
40.7257267	-73.9774629
40.78393775	-73.97737973
40.76206885	-73.97733755
40.7264834	-73.9771352
40.6254079	-73.97695867
40.76268775	-73.97674035
40.7655395	-73.97666571
40.7493147	-73.9765664
40.7855911	-73.9763326
40.7439892	-73.9763315
40.7543934	-73.9761025
40.6440962	-73.9760183
40.7451809	-73.97595088
40.68661415	-73.97578751
40.687282	-73.9754594
40.7866605	-73.97538321
40.6825736	-73.97526058
40.6825736	-73.97526058
40.6825736	-73.97526058
40.6825736	-73.97526058
40.6825736	-73.97526058
40.6825736	-73.97526058
40.6825736	-73.97526058
40.6825736	-73.97526058
40.6825736	-73.97526058
40.7523113	-73.9752395
40.68030964	-73.97495488
40.6870724	-73.9747533
40.59701865	-73.97464961
40.75333855	-73.97413247
40.595519	-73.97377556
40.678762	-73.97372225
40.75575235	-73.97351225
40.75575235	-73.97351225
40.7547564	-73.9734629
40.76215745	-73.97303304
40.6476026	-73.972749
40.75294222	-73.97273867
40.6041123	-73.9725942
40.7930788	-73.9724357
40.7946106	-73.9716819
40.7559189	-73.97151251
40.76230085	-73.97125659
40.76473915	-73.97114241
40.76473915	-73.97114241
